# Downloaded spreadsheet from https://www.dlms.com/flag-id/flag-id-list
# and saved as tab separated list and added this header. 2019-04-01
# FLAG ID <TAB> Manufacturer <TAB> Country <TAB> World Region
INP	INNOTAS Produktions GmbH	Germany	Europe
INS	INSYS MICROELECTRONICS GmbH	Germany	Europe
INT	Infranet Technologies GmbH 	Germany	Europe
INV	Sensus Metering Systems	Germany	Europe
INX	Innolex Engineering BV	Netherlands	Europe
IOT	Trilliant Networks Inc	Canada	North America
IPD	IPD Industrial Products Australia	Australia	Australia & Oceania
IRE	IREN Energia S.p.A.	Italy	Europe
ISA	Isabellenhütte Heusler GmbH & Co. KG	Germany	Europe
ISE	INESH SMART ENERGY (P) LTD.	India	Asia
ISF	Investcom Szymon Fiedorowicz	Poland	Europe
ISI	Akcionarsko Drustvo “Insa” Industrija Satova	Serbia	Europe
ISK	Iskraemeco	Slovenia	Europe
ISO	Isoil Industria spa	Italy	Europe
ISS	Iskra d.d.	Slovenia	Europe
IST	Ista
ITA	iTrona GmbH	Switzerland	Europe
ITB	Itron Solucoes para Energia e Agua Ltda.	Brazil	South America
ITC	INTECH TUNISIE	Tunisia	Africa
ITE	ITRON (Electricity)	France	Europe
ITF	ITF Fröschl GmbH	Germany	Europe
ITG	ITRON (Gas)	France	Europe
ITH	INTELTEH d.o.o.	Croatia	Europe
ITI	ITRON Asia	Indonesia	Asia
ITK	Itron GmbH	Germany	Europe
ITL	Indriya Technologies Pvt Ltd	India	Asia
ITP	M/s ITI LIMITED.	India	Asia
ITR	Itron Inc
ITS	ITRON Australasia Pty Ltd	Australia	Australia & Oceania
ITU	ITRON United States, Itron Inc 	United States of America	North America
ITW	ITRON (Water)	France	Europe
ITX	IDEAL TECHNICAL SOLUTIONS	United Arab Emirates	Middle East
ITZ	ITRON South Africa	South Africa	Africa
IUS	IUSA SA DE CV 	Mexico	North America
IWK	IWK Regler und Kompensatoren GmbH
IYI	KAYI ENERGY Hacettepe Üniversitesi	Turkey	Middle East
IZE	iZenze AB	Sweden	Europe
JAC	Jay Autocomponents Limited	India	Asia
JAN	Janitza electronics GmbH	Germany	Europe
JCE	Janz – Contadores de Energia SA	Portugal	Europe
JED	JED Co Ltd	South Korea	Asia
JGD	tianjin guangdaweiye measuring instrument technology Co.,Ltd	China	Asia
JGF	Janz – Contagem e Gestao de Fluidos SA	Portugal	Europe
JHA	Zhejiang JiaHe Instrument CO.,Ltd	China	Asia
JHM	Changzhou Jianhu Intelligentize Meter Co.,Ltd.	China	Asia
JJN	BeiJing Fine&Clean Enery Technology Co.,Ltd	China	Asia
JKW	QingdaoJakewill Energy Technology Co.,Ltd.	China	Asia
JMT	JM-TRONIC Sp. z o.o.	Poland	Europe
JNC	NINGBO JIANAN ELECTRONICS CO.,LTD.	China	Asia
JNJ	JNJ POWERCOM SYSTEMS LTD	India	Asia
JOY	Zhejiang Joy Electronic Technology Co., Ltd.	China	Asia
JSM	Jining Goldwater Science&Technology Co.,Ltd.	China	Asia
JSO	Schlösser Armaturen GmbH & Co. KG	Germany	Europe
JUM	JUMO GmbH & Co. KG	Germany	Europe
JWH	TIANJIN WANHUA CO.,LTD.	China	Asia
JWR	Shandong jingwei telecommunications equipment co., LTD.	China	Asia
JWS	Wesson energy-saving technology (tianjin) co., LTD.	China	Asia
JYS	Beijing Jingyuan instrument limited company	China	Asia
KAA	Kamstrup A/S	Denmark	Europe
KAM	Kamstrup Energi A/S
KAR	Keskar Vana Metal Mak. Ltd. Sti.	Turkey	Middle East
KAS	Kamstrup A/S	Denmark	Europe
KAT	KATHREIN-Werke KG	Germany	Europe
KAW	Kamstrup A/S	Denmark	Europe
KBH	K. Biesinger GmbH	Germany	Europe
KBK	KBK ELECTRONICS (PVT) LTD.	Pakistan	Asia
KBN	Alpamis IT Ltd.	Turkey	Middle East
KDN	KADEN-VODOMĚRY, s.r.o.	Czech Republic	Europe
KDS	Kedros a.s.	Slovakia	Europe
KEE	Keewe.co ltd.	Bulgaria	Europe
KEL	KELEMINIC d.o.o.	Croatia	Europe
KER	KERMS UG (haftungsbeschränkt)	Germany	Europe
KES	Kavosh Electronic Sepahan	Iran	Middle East
KFM	Shenzhen Kaifa Technology Co., Ltd.	China	Asia
KFM	Shenzhen Kaifa Technology （Chengdu） Co., Ltd.	China	Asia
KGE	Guangzhou Keli General Electric Co., Ltd.	China	Asia
KHL	Kohler	Turkey	Middle East
KIG	Kiwigrid GmbH Kleiststraße 10a-c	Germany	Europe
KKE	KK-Electronic A/S
KLE	SHIJIAZHUANG KELIN ELECTRIC CO., LTD.	China	Asia
KLK	Kerlink	France	Europe
KMB	Kamstrup A/S	Denmark	Europe
KMT	Krohne Messtechnik GmbH	Germany	Europe
KNI	zhangzhou keneng electrical equipment co., ltd	China	Asia
KNX	KONNEX-based users (Siemens Regensburg)
KPD	Korea Electric Power Industrial Development Co., Ltd.	South Korea	Asia
KRO	Kromschroder
KRT	Karat	Russian Federation	Europe
KSM	Korea Testing Certification	South Korea	Asia
KST	Kundo SystemTechnik GmbH
KSY	KUNDO SystemTechnik GmbH	Germany	Europe
KTC	Kerman Tablo Co	Iran	Middle East
LAC	Heinz Lackmann GmbH & Co KG	Germany	Europe
LAI	Hangzhou LAISON Technology Co.,LTD	China	Asia
LAN	Langmatz GmbH	Germany	Europe
LAS	Lansen Systems AB	Sweden	Europe
LCG	Landis+Gyr Meter & System (Zhuhai) Co., Ltd,	China	Asia
LCR	ShanDong LiChuang Science and Technology Co.,Ltd.	China	Asia
LDE	Shenzhen Londian Electrics Co., Ltd.	China	Asia
LEC	Lectrotek Systems Pvt Ltd.	India	Asia
LEI	PCP International Ltd	India	Asia
LEM	LEM HEME Ltd.	United Kingdom	Europe
LFS	Payolcer Metering Devices	Turkey	Middle East
LGB	Landis+Gyr Ltd.	United Kingdom	Europe
LGC	Landis+Gyr Equipamentos de Medição Ltda, Brasil	Brazil	South America
LGD	Landis+Gyr GmbH	Germany	Europe
LGF	Landis+Gyr Oy	Finland	Europe
LGG	Ningxia LGG Instrument Co., LTD	China	Asia
LGS	Landis+Gyr (Pty) Ltd.	South Africa	Africa
LGU	LG Uplus Corp.	South Korea	Asia
LGZ	Landis+Gyr AG	Switzerland	Europe
LHA	Atlantic Meters	South Africa	Africa
LIN	Ever Meter Co., Ltd	Myanmar	Asia
LIT	Punos Electronic AB	Sweden	Europe
LJP	Lars Jansen Productions	Netherlands	Europe
LLM	LianYunGang LianLi·First Meter CO. LTD.	China	Asia
LMC 	Lumacol s.r.o.	Slovakia	Europe
LMG	Luftmeister GmbH	Germany	Europe
LML	LUMEL	Poland	Europe
LMS	LMS Services GmbH	Germany	Europe
LNC	Lancier Monitoring GmbH	Germany	Europe
LNK	Loenk F9	South Korea	Asia
LNT	Larsen & Toubro Ltd	India	Asia
LOG	LOGAREX Smart Metering, s.r.o.	Czech Republic	Europe
LOV	Lovato Electric S.p.A.	Italy	Europe
LSC	Lund Science AB	Sweden	Europe
LSE	Landis & Staefa electronic
LSK	LS Industrial Systems Co Ltd.	South Korea	Asia
LSP	Landis+Gyr GmbH	Germany	Europe
LSZ	Siemens Building Technologies
LTO	Labtrino AB	Sweden	Europe
LUG	Landis+Gyr GmbH	Germany	Europe
LUN	LUNA Elektrik Elektronik A.S.	Turkey	Middle East
LWT	Lotus Wireless Technologies India Private Limited	India	Asia
LYE	Jiangsu Linyang Electronics Co. Ltd.	China	Asia
MAC	RUDNAP Group Meter & Control	Serbia	Europe
MAD	Maddalena S.p.A.	Italy	Europe
MAE	Mates Elektronik Metin Ates	Turkey	Middle East
MAN	Manthey GmbH	Germany	Europe
MAT	Mitsubishi Electric Automation	Thailand	Asia
MAX	MAXMET Inc	South Korea	Asia
MBS	MBS AG	Germany	Europe
MCR	MICRORISC	Czech Republic	Europe
MCS	MetCom Solutions GmbH	Germany	Europe
MDA	PT.MELCOINDA	Indonesia	Asia
MDE	Diehl Metering Deutschland	Germany	Europe
MDX	mdex AG	Germany	Europe
MEC	Mitsubishi Electric Corporation	Japan	Asia
MED	MAHARASHTRA STATE ELECTRICITY DISTRIBUTION COMPANY LIMITED	India	Asia
MEE	Metron Europe	France	Europe
MEH	Mueller-electronic GmbH	Germany	Europe
MEI	Sensus Metering Systems	Germany	Europe
MEL	Mikroelektronika a.d	Bosnia and Herzegovina	Europe
MEM	MEMS AG	Switzerland	Europe
MET	METRA Energie-Messtechnik GmbH	Germany	Europe
MHT	Mechatronic Meters srl	Italy	Europe
MIC	Microtronics Engineering GmbH	Austria	Europe
MID	MiDo Srl	Italy	Europe
MII	Apator Miitors ApS	Denmark	Europe
MIJ	MAXWELL INDIA	India	Asia
MIK	Mikroklima s.r.o.	Czech Republic	Europe
MIM	Malaysian Intelligence Meters Sdn. Bhd.	Malaysia	Asia
MIR	MIR Research and Production Association	Russian Federation	Europe
MIS	Iskra MIS d.d	Slovenia	Europe
MIT	Meter Italia S.p.A.	Italy	Europe
MKA	mirakonta	Spain	Europe
MKE	MKEK Genel Mudurlugu Gazi Fisek (ELSA)	Turkey	Middle East
MKL	MAKEL Elektrik Malzemeleri	Turkey	Middle East
MKS	MAK-SAY Elektrik Elektronik	Turkey	Middle East
MLQ	MeterLinq	Italy	Europe
MLR	PKK Milandr	Russian Federation	Europe
MMC	Modern Meters Co.	Syria	Middle East
MMI	MyMeterInfo	France	Europe
MMP	MATRIXMETERS PVT. LTD.	India	Asia
MMS	Brunswick Bowling and Billiards UK Ltd	United Kingdom	Europe
MMT	METMOTEC	United Kingdom	Europe
MNS	MANAS Elektronik	Turkey	Middle East
MNW	MENOWATT GE SRL	Italy	Europe
MOS	MOMAS SYSTEMS NIGERIA LIMITED	Nigeria	Africa
MOT	The Motwane Manufacturing Company Private Limited	India	Asia
MPA	Mega Power Automation International Limited	Hong Kong	Asia
MPR	Michael Rac GmbH	Germany	Europe
MPS	Multiprocessor Systems Ltd	Bulgaria	Europe
MRT	MIRTEK LTD.	Russian Federation	Europe
MSB	MISA SDN BHD	Malaysia	Asia
MSE	Mahashakti Energy Limited	India	Asia
MSM	MS-M Co., Ltd.	South Korea	Asia
MSO	Metiso	Serbia	Europe
MST	Microsoft Taiwan Corporation	Taiwan	Asia
MSY	MAK-SAY Elektrik Elektronik Malzemeleri	Turkey	Middle East
MTC	Metering Technology Corporation
MTD	Removed - November 2006	United States of America	North America
MTH	njmeter	China	Asia
MTI	Micrtotech Industries Pakistan	Pakistan	Asia
MTL	Advance Metering technology Limited	India	Asia
MTM	Metrum Sweden AB	Sweden	Europe
MTN	Merytronic 2012,S.L	Spain	Europe
MTP	Modern Transformers Pvt. Ltd.	India	Asia
MTR	METER	Russian Federation	Europe
MTS	MeteRSit S.r.L.	Italy	Europe
MTX	Matrix Energy Pvt. Ltd.	India	Asia
MUK	Meters UK Ltd, Whitegate, White Lund Trading Estate	United Kingdom	Europe
MWU	METRONA Union GmbH	Germany	Europe
MXM	Maxim India Integrated Circuit Design Pvt Ltd.	India	Asia
MYS	MODEMSYS S.L.	Spain	Europe
NAE	Nanjing NengRui Automation Equipment Co., LTD.	China	Asia
NAR	NARI Group Corporation-NARI Technology Development Co., Ltd	China	Asia
NAT	Natural Heat Ahorro Energetico SL	Spain	Europe
NCK	NC Korea	South Korea	Asia
NDF	NÚCLEO DURO FELGUERA	Spain	Europe
NDM	Northern Design	United Kingdom	Europe
NEE	Northern Electric Equipment Joint Stock Company	Vietnam	Asia
NES	NORA ELK. MALZ. SAN. ve TİC. A.Ş.	Turkey	Middle East
NET	Netatmo	France	Europe
NIK	NIK-ELEKTRONIKA	Ukraine	Europe
NIS	Nisko Industries	Israel	Middle East
NJC	NAMJUN Co Ltd	South Korea	Asia
NKS	N-ERGIE Kundenservice GmbH	Germany	Europe
NLI	Next Level Integration GmbH	Germany	Europe
NMG	NMG S.A.	Poland	Europe
NMS	Nisko Advanced Metering Solutions	Israel	Middle East
NMT	Nova-met s.r.o.	Czech Republic	Europe
NNT	2N Telekomunikace a.s.	Czech Republic	Europe
NOQ	NorthQ	Denmark	Europe
NOV	NovaTech LLC	United States of America	North America
NPS	NEOPIS CO., LTD 4F	South Korea	Asia
NPT	CJSC PROGTECH	Russian Federation	Europe
NRM	Norm Elektronik	Turkey	Middle East
NRN	Neuron GmbH	Switzerland	Europe
NSE	North Smart Equipment Co., Ltd	China	Asia
NTC	Nuri Telecom Co Ltd	South Korea	Asia
NTM	Netinium	Netherlands	Europe
NVD	METER Ltd
NVN	NOVEN ENERGY AND ICT LTD.	Turkey	Middle East
NWM	Ningbo Water Meter Co.Ltd.	China	Asia
NXP	NXP Semiconductors	Netherlands	Europe
NYG	Ningbo Yonggang Instrument Co. Ltd.	China	Asia
NYN	Nanjing Yuneng Instrument Co Ltd.	China	Asia
NZR	Nordwestdeutsche Zählerrevision Ing. Aug. Knemeyer GmbH & Co. KG	Germany	Europe
OAS	Omni Agate Systems	India	Asia
OBC	shandong oubiao information Technology. LTD	China	Asia
OBE	Obeo as	Norway	Europe
OBR	RMZ OBRIY LTD	Ukraine	Europe
ODI	OAS Digital Infrastructures Pvt. Ltd.	India	Asia
ODK	Okinawa Denki Kogyo Co.,Ltd.	Japan	Asia
OEE	ONUR Elektrik ve Elektronik	Turkey	Middle East
OLI	Olivetti S.p.A.	Italy	Europe
OMS	OMNISYSTEM Co., Ltd.	South Korea	Asia
ONR	ONUR Elektroteknik	Turkey	Middle East
ONS	ONUR Elektroteknik	Turkey	Middle East
OPT	Optec GmbH	Switzerland	Europe
ORB	ORBIS Tecnologia Electrica, SA	Spain	Europe
ORM	Ormazabal	Spain	Europe
OSA	Osaki Electric Co., Ltd.(Europe)	Japan	Asia
OSK	Osaki Electric Co Ltd. (Japan)	Japan	Asia
OYK	GULLWING(TIANJIN)INDUSTRY DEVELOPMENGT CO.,LTD.	China	Asia
OZK	Oz-kar Enerji	Turkey	Middle East
PAD	PadMess GmbH	Germany	Europe
PAF	FAP PAFAL S.A.	Poland	Europe
PAK	Paktim Energy Sp.zo.o.	Poland	Europe
PAN	Panasonic Corporation	Japan	Asia
PCE	Precise Electronics co.,LTD.	Thailand	Asia
PCR	Powercom	Israel	Middle East
PDE	Pfiffner Deutschland GmbH	Germany	Europe
PDX	Paradox Engineering SA	Switzerland	Europe
PEA	PEA J.V. Company	Ecuador	South America
PEE	Prantech Energy Solutions	India	Asia
PEL	Pak Elektron Ltd. (PEL)	Pakistan	Asia
PEP	POWRTEC ENERGY PVT. LTD.	India	Asia
PGP	P.G.P. - Smart Sensing s.a.	Belgium	Europe
PHL	HangZhou PAX Electronic Technology Co., Ltd.	China	Asia
PII	PiiGAB Processinformation i Goteborg AB	Sweden	Europe
PIK	pikkerton GmbH	Germany	Europe
PIL	Pilot Systems (London) Ltd	United Kingdom	Europe
PIM	Power Innovation GmbH	Germany	Europe
PIP	Hermann Pipersberg jr.	Germany	Europe
PIV	Pivot Access Ltd.	Rwanda	Africa
PLN	Prolan Process Control Company	Hungary	Europe
PLO	Weihai Ploumeter Co. Ltd.	China	Asia
PLU	Plutus Smart Energy Solutions Pvt. Ltd.	India	Asia
PMG	Sensus Metering Systems	Germany	Europe
PMP	Phoenix Mecano Power Quality REDUR Messwandler	Germany	Europe
PMS	PMS-Elektronik GmbH	Germany	Europe
PMX	Dell'Anna Ing. Luca	Italy	Europe
PNC	PNC Technology Co., Ltd	South Korea	Asia
POD	PowerOneData	India	Asia
POL	Pronal Sp. z o.o. sp.k.	Poland	Europe
POW	PowerApp	Denmark	Europe
POZ	ZEUP Pozyton sp. z o.o.	Poland	Europe
PPC	Power Plus Communications AG	Germany	Europe
PPS	Palace Power Systems	South Africa	Africa
PRE	Predicate Software	South Africa	Africa
PRG	Paud Raad Industrial Group	Iran	Middle East
PRI	Polymeters Response International Ltd.
PRM	Promatic d.o.o.	Croatia	Europe
PRO	Proton - Elektromed Ltd	Turkey	Middle East
PRY	ShanDong LiChuang Science and Technology Co.,Ltd.	China	Asia
PSE	pSenso sp. z o.o.	Poland	Europe
PSN	PySENSE Sp. z o.o.	Poland	Europe
PST	PSTec Co.,Ltd	South Korea	Asia
PTI	Prolific Technology Inc.	Taiwan	Asia
PUK	Paktim Consulting UK Ltd	United Kingdom	Europe
PVT	Pavo Tasarım Üretim Elektronik Tic. A.Ş.	Turkey	Middle East
PWB	Paul Wegener GmbH	Germany	Europe
PWR	Powrtec	United States of America	North America
PXC	Phoenix Contact GmbH & Co. KG	Germany	Europe
PYU	PYUNGIL Co. Ltd	South Korea	Asia
QDR	Quadrar Tecnologia	Brazil	South America
QDS	Qundis GmbH	Germany	Europe
QFP	QFP Engineering	Italy	Europe
QTS	QT systems ab	Sweden	Europe
RAC	Michael Rac GmbH	Germany	Europe
RAD	Radiocrafts AS	Norway	Europe
RAM	Rossweiner Armaturen und Messgeräte GmbH & Co. OHG	Germany	Europe
RAS	Rubikon Apskaitos Sistemos	Lithuania	Europe
RAY	Rayleigh Instruments Limited	United Kingdom	Europe
RBM	R.B.M. S.p.A	Italy	Europe
RCE	RC ENERGY METERING PVT,LTD.	India	Asia
REC	Zhejiang Reallin Electron Co. Ltd.	China	Asia
REF	REFERANS ELEKTRIK SAYACLARI A.S.	Turkey	Middle East
REI	RENESAS ELECTRONICS INDIA PRIVATE LIMITED	India	Asia
REL	Relay GmbH	Germany	Europe
REM	Remote Energy Monitoring	United Kingdom	Europe
REP	Radiant Energy Solutions Pvt Ltd	India	Asia
RES	Renesas Electronics Singapore Pte Ltd	Singapore	Asia
RIC	Richa Equipments Pvt. Ltd.	India	Asia
RIL	Rikken Instrumentation Limited	India	Asia
RIM	"CJSC \""Radio and Microelectronics\"""	Russian Federation	Europe
RIN	Rayleigh Instruments Ltd	United Kingdom	Europe
RIT	Ritz Instrument Transformers GmbH	Germany	Europe
RIX	Raonix Co., Ltd.	South Korea	Asia
RIZ	RIZ Transmitters	Croatia	Europe
RKE	Viterra Energy Services (formerly Raab Karcher ES)
RMA	Mess- und Regeltechnik GmbH & Co. KG	Germany	Europe
RMG	RMG Messtechnik GmbH	Germany	Europe
RML	ROLEX METERS RPIVATE LIMITED	India	Asia
RMR	Advanced Technology RAMAR	United Kingdom	Europe
RMT	Richter Messtechnik GmbH & Co.KG	Germany	Europe
RNW	Renergy Micro-Technologies	China	Asia
RSA	Rahrovan Sepehr Andisheh  Pte. Co.
RSM	Zhejiang Risesun Science and Technology Co.,Ltd.	China	Asia
RSW	RSW Technik GmbH	Germany	Europe
SAA	Sanjesh Afzar Asia Ltd. Co.	Iran	Middle East
SAC	Sacofgas 1927 SpA	Italy	Europe
SAE	SAE IT-systems GmbH & Co. KG	Germany	Europe
SAG	SAGEM	France	Europe
SAM	Siemens AG Österreich, AMIS (Automated Metering and Information System)	Austria	Europe
SAN	SANN Stockholm AB	Sweden	Europe
SAP	Sappel
SAT	SATEC Ltd	Israel	Middle East
SBC	Saia-Burgess Controls 	Switzerland	Europe
SCA	SENECA srl	Italy	Europe
SCE	Seo Chang Electric Communication Co Ltd	South Korea	Asia
SCH	Schinzel GmbH
SCM	CalinMeter Co. ltd.	China	Asia
SCR	Sanchuan Wisdom Technology Co., Ltd.	China	Asia
SCT	S.I.C.E. Telecomunicazioni Srl	Italy	Europe
SCW	ScatterWeb GmbH	Germany	Europe
SDC	SdC – Sistemas de Contagem
SDM	Shandong Delu Measurement Co., Ltd.	China	Asia
SDS	Sitec s.r.l Elettronica industriale	Italy	Europe
SEC	Schneider Electric Canada	Canada	North America
SEE	El Sewedy Electrometer Egypt	Egypt	Middle East
SEH	SAMRAKSHANA ELECTRICALS LTD	India	Asia
SEI	Sicom Electronics International S.A.	Chile	South America
SEL	Selec Controls Pvt Ltd	India	Asia
SEN	Sensus Metering Systems	Germany	Europe
SEO	SENSOCO Greatech GmbH	Germany	Europe
SET	Sagemcom Energy & Telecom	France	Europe
SFI	Siemens A/S, Flow Instruments	Denmark	Europe
SFT	Sotflink s.r.o	Czech Republic	Europe
SGA	smartGAS Mikrosensorik GmbH	Germany	Europe
SGM	Swiss Gas Metering AG	Switzerland	Europe
SGN	SYGNITY S.A.	Poland	Europe
SGX	Gao Xiang Water Meter Co. Ltd.	China	Asia
SHD	Beijing SanHuaDeBao Energy Technoligy Co.,Ltd.	China	Asia
SHE	Shenzhen SingHang Elec-tech Co., Ltd.	China	Asia
SHM	Shanghai Metering, China	China	Asia
SHT	Shitek Technology srl	Italy	Europe
SIC	SICK Engineering GmbH	Germany	Europe
SIE	Siemens AG
SIG	Sigrenea	France	Europe
SIJ	SUN STAR INDUSTRIES	India	Asia
SIL	Silicon Laboratories	United States of America	North America
SIM	Sana Intelligent Meter	Iran	Middle East
SIN	SINAPSI SRL	Italy	Europe
SIT	SITEL doo	Serbia	Europe
SIV	Sieverding Heizungs- und Sanitaertechnik GmbH	Germany	Europe
SIX	Six Innovation AB	Sweden	Europe
SKI	S.K.I. GmbH	Germany	Europe
SKK	Shikoku Instrumentation Co.,Ltd.	Japan	Asia
SKN	BENTEX CONTROL AND SWITCH GEAR CO.	India	Asia
SKT	SkyToll a.s.	Slovakia	Europe
SLB	Schlumberger Industries Ltd.	France	Europe
SLP	Sylop spółka z ograniczoną odpowiedzialnością sp.k.	Poland	Europe
SLV	Solvimus GmbH	Germany	Europe
SLW	SOLID WAY SAS	France	Europe
SLX	Ymatron AG	Switzerland	Europe
SMA	Smart-me AG	Switzerland	Europe
SMC	Sierra Monitor Corporation	United States of America	North America
SME	Siame	Tunisia	Africa
SMG	Samgas s.r.l. 	Italy	Europe
SMI	PT. SMART METER INDONESIA	Indonesia	Asia
SML	Siemens Measurements Ltd.
SMM	Smart Metering S.r.l.	Italy	Europe
SMN	Saiman Corporation LLC	Kazakhstan	Asia
SMP	LLC FIRM SEMPAL CO LTD	Ukraine	Europe
SMQ	SMARTMETERQ srl	Italy	Europe
SMS	Smart Metering Solutions (Changsha) Co. Ltd.	China	Asia
SMT	Smarteh d.o.o.	Slovenia	Europe
SMX	Smart Meters Technologies Sdn Bhd	Malaysia	Asia
SNM	ShenZhen Northmeter Co.Ltd 	China	Asia
SNR	NTN-SNR	France	Europe
SNS	Signals and Systems India Private Limited	India	Asia
SOC	SOCOMEC	France	Europe
SOF	Softflow.de GmbH	Germany	Europe
SOG	Sogecam Industrial, S.A.	Spain	Europe
SOL	Soledia Srl	Italy	Europe
SOM	Somesca	France	Europe
SON	Sontex SA	Switzerland	Europe
SOS	SOFTSERVICE	Ukraine	Europe
SOT	Sotronix	Germany	Europe
SPE	SUKHILA POWER ELECTRONICS PVT LTD	India	Asia
SPL	Sappel
SPM	Stelmec Powercom Private Limited	India	Asia
SPX	Sensus Metering Systems	Germany	Europe
SPZ	SPowerZ Solutions Pvt Ltd	India	Asia
SRE	Guangzhou Sunrise Electronics Development Co., Ltd., 	China	Asia
SRF	Saraf Industries	India	Asia
SRN	Shandong SARON Intelligent Technology Co., Ltd.	China	Asia
SRV	Servic LLC	Ukraine	Europe
SSE	S&T Smart Energy GmbH	Austria	Europe
SSG	Super Star Electronics Limited	Bangladesh	Asia
SSI	Security Solutions Institute LTD	Bulgaria	Europe
SSM	SCC METERS LTD.	Bangladesh	Asia
SSN	Silver Spring Networks	United States of America	North America
SST	Qingdao Haina Electric Automation Systems Co., Ltd.	China	Asia
STA	Shenzhen Star Instrument Co Ltd	China	Asia
STC	Sunrise Technology Co., Ltd	China	Asia
STD	Stedin	Netherlands	Europe
STF	STACKFORCE GmbH	Germany	Europe
STM	STELMEC LTD	India	Asia
STO	ABB STOTZ-KONTAKT GmbH	Germany	Europe
STR	Strike Technologies	South Africa	Africa
STS	Swistec Systems AG	Switzerland	Europe
STV	STV Automation, Branch of STV Electronic	Germany	Europe
STZ	Steinbeis Innovation Center Embedded Design and Networking	Germany	Europe
SUN	TIAN JIN SUN ENERGY TECHNOLOGY CO. LTD.	China	Asia
SVM	AB Svensk Värmemätning SVM
SVT	SPUTNIK	Russian Federation	Europe
SWI	Swistec GmbH	Germany	Europe
SWM	Smart Water Metering Inc.	Canada	North America
SWS	Stadtwerke Senftenberg GmbH	Germany	Europe
SWT	Beijing Swirling Technology Co. Ltd	China	Asia
SYC	Sycous Limited, Leeds Innovation Centre	United Kingdom	Europe
SYN	SMSISTEM Ltd.	Turkey	Middle East
SYS	Softwareentwicklung & Systemdesign	Austria	Europe
SYX	SyxthSense Ltd	United Kingdom	Europe
SZS	Szerver Szektor Kft.	Hungary	Europe
TAG	Telma AG	Switzerland	Europe
TAL	TALAMONA S.r.l.	Italy	Europe
TAN	Tianxin instrument group co. LTD	China	Asia
TAS	Pouyeshgaran Tabriz Azma	Iran	Middle East
TAT	Tatung Co.	Taiwan	Asia
TAY	Taytech Otomasyon ve Bilisim Teknolojileri LTD. Sti	Turkey	Middle East
TBN	TBEA Nanjing Intelligent Electric Co., Ltd.	China	Asia
TBS	TEBAŞ END. ISI SİS İNŞ TUR SAN VE TİC LTD ŞTİ	Turkey	Middle East
TCE	Qingdao iTechene Technologies Co., Ltd.	China	Asia
TCH	Techem Service AG & Co. KG
TCO	Teco a.s.	Czech Republic	Europe
TCT	Tecnotel Srl	Italy	Europe
TCX	Qingdao Topscomm Communication Co.,Ltd	China	Asia
TCZ	Tianjin Chuangzhan Tongcheng Technology Development Co.,Ltd.	China	Asia
TDC	Telecom Design	France	Europe
TEA	TEAM-R
TEC	TECSON Digital	Germany	Europe
TEI	Tohoku Electric Meter Industry Co.,Inc.	Japan	Asia
TEK	Tekmar Regelsysteme GmbH	Germany	Europe
TEO	ubitricity Gesellschaft für verteilte Energiesysteme mbH	Germany	Europe
TEP	TEPEECAL	France	Europe
TEU	TOSHELECTROAPPARAT LLC FE	Uzbekistan	Asia
TFC	Toos Fuse Co.	Iran	Middle East
TGX	Tiesse Spa	Italy	Europe
THE	Theben AG	Germany	Europe
THW	TW-TEAMWARE	Italy	Europe
TIC	TOKYO KEISO CO.,LTD.	Japan	Asia
TID	TIDE Co.,Ltd	South Korea	Asia
TIG	ZHONGHUAN-TIG CO.,LTD	China	Asia
TII	Pal Mohan Electronics Pvt Ltd	India	Asia
TIL	Thermal Integration Limited	United Kingdom	Europe
TIP	TIP GmbH	Germany	Europe
TIS	Texas Instruments (Hong Kong) Ltd.	Hong Kong	Asia
TIX	Tixi.Com GmbH
TKS	Teksan Teknolojik Ölçüm Sistemleri A.Ş.	Turkey	Middle East
TLC	TELECON GALICIA,S.A.	Spain	Europe
TLM	Theodor Lange Messgeräte GmbH	Germany	Europe
TLR	Telereading srl	Italy	Europe
TLS	TLS Energimätning AB	Sweden	Europe
TLT	Telecommunication Technologies LLC	Ukraine	Europe
TME	TECHNO METERS & ELECTRONICS	India	Asia
TMK	Timi Kosova Sh.p.k.
TMS	TEMASS IMALAT A.S	Turkey	Middle East
TMZ	TMZ - Thüringer Mess- und Zählerwesen Service GmbH	Germany	Europe
TOP	KMB systems, s.r.o.	Czech Republic	Europe
TPB	2 Plus Bulgaria AD	Bulgaria	Europe
TPC	Taipit - measuring equipment	Russian Federation	Europe
TPI	Transfopower Industries (Pvt.) Ltd.	Pakistan	Asia
TPJ	TAKAHATA PRECISION JAPAN CO., LTD.	Japan	Asia
TPL	Teplocom Holding	Russian Federation	Europe
TRC	Traco Doo	Serbia	Europe
TRG	Trench Germany GmbH	Germany	Europe
TRI	Tritech Technology AB	Sweden	Europe
TRJ	SHENZHEN TECHRISE ELECTRONICS CO.,LTD	China	Asia
TRL	Trilliant Inc.	Canada	North America
TRN	TERRANOVA SRL	Italy	Europe
TRO	TROX GmbH	Germany	Europe
TRU	Truteq Wireless	South Africa	Africa
TRV	Transvaro Elektron Aletleri A.S.	Turkey	Middle East
TRX	Beijing TianRuiXiang Equipment Co.,Ltd.	China	Asia
TSD	Theobroma Systems Design und Consulting GmbH	Austria	Europe
